datetime,holiday,workingday,casual,registered,count
2012-01-19 19:00:00,0,1,5,229,234
2012-01-19 20:00:00,0,1,7,184,191
2012-01-19 21:00:00,0,1,4,117,121
2012-01-19 22:00:00,0,1,0,90,90
2012-01-19 23:00:00,0,1,1,55,56
2012-02-01 00:00:00,0,1,0,31,31
2012-02-01 01:00:00,0,1,0,4,4
2012-02-01 02:00:00,0,1,1,6,7
2012-02-01 03:00:00,0,1,0,3,3
2012-02-01 04:00:00,0,1,0,1,1
2012-02-01 05:00:00,0,1,0,18,18
2012-02-01 06:00:00,0,1,0,67,67
2012-02-01 07:00:00,0,1,7,201,208
2012-02-01 08:00:00,0,1,15,505,520
2012-02-01 09:00:00,0,1,9,267,276
2012-02-01 10:00:00,0,1,9,124,133
2012-02-01 11:00:00,0,1,27,116,143
2012-02-01 12:00:00,0,1,26,153,179
2012-02-01 13:00:00,0,1,12,174,186
2012-02-01 14:00:00,0,1,33,159,192
2012-02-01 15:00:00,0,1,25,169,194
2012-02-01 16:00:00,0,1,22,261,283
2012-02-01 17:00:00,0,1,31,508,539
2012-02-01 18:00:00,0,1,12,514,526
2012-02-01 19:00:00,0,1,20,315,335
2012-02-01 20:00:00,0,1,10,254,264
2012-02-01 21:00:00,0,1,16,217,233
2012-02-01 22:00:00,0,1,7,133,140
2012-02-01 23:00:00,0,1,22,75,97
2012-02-02 00:00:00,0,1,7,24,31
2012-02-02 01:00:00,0,1,3,14,17
2012-02-02 02:00:00,0,1,2,7,9
2012-02-02 03:00:00,0,1,0,2,2
2012-02-02 04:00:00,0,1,0,1,1
2012-02-02 05:00:00,0,1,0,19,19
2012-02-02 06:00:00,0,1,1,73,74
2012-02-02 07:00:00,0,1,4,201,205
2012-02-02 08:00:00,0,1,9,436,445
2012-02-02 09:00:00,0,1,15,213,228
2012-02-02 10:00:00,0,1,6,72,78
2012-02-02 11:00:00,0,1,6,99,105
2012-02-02 12:00:00,0,1,8,140,148
2012-02-02 13:00:00,0,1,13,124,137
2012-02-02 14:00:00,0,1,12,129,141
2012-02-02 15:00:00,0,1,24,150,174
2012-02-02 16:00:00,0,1,18,211,229
2012-02-02 17:00:00,0,1,13,437,450
2012-02-02 18:00:00,0,1,17,393,410
2012-02-02 19:00:00,0,1,16,311,327
2012-02-02 20:00:00,0,1,9,204,213
2012-02-02 21:00:00,0,1,4,144,148
2012-02-02 22:00:00,0,1,3,106,109
2012-02-02 23:00:00,0,1,0,61,61
2012-02-03 00:00:00,0,1,1,37,38
2012-02-03 01:00:00,0,1,3,19,22
2012-02-03 02:00:00,0,1,0,6,6
2012-02-03 03:00:00,0,1,0,4,4
2012-02-03 04:00:00,0,1,0,2,2
2012-02-03 05:00:00,0,1,0,17,17
2012-02-03 06:00:00,0,1,0,88,88
2012-02-03 07:00:00,0,1,10,216,226
2012-02-03 08:00:00,0,1,12,429,441
2012-02-03 09:00:00,0,1,18,252,270
2012-02-03 10:00:00,0,1,15,114,129
2012-02-03 11:00:00,0,1,15,149,164
2012-02-03 12:00:00,0,1,25,191,216
2012-02-03 13:00:00,0,1,25,173,198
2012-02-03 14:00:00,0,1,22,148,170
2012-02-03 15:00:00,0,1,48,168,216
2012-02-03 16:00:00,0,1,36,275,311
2012-02-03 17:00:00,0,1,30,458,488
2012-02-03 18:00:00,0,1,17,368,385
2012-02-03 19:00:00,0,1,11,256,267
2012-02-03 20:00:00,0,1,8,155,163
2012-02-03 21:00:00,0,1,8,126,134
2012-02-03 22:00:00,0,1,3,116,119
2012-02-03 23:00:00,0,1,3,74,77
2012-02-04 00:00:00,0,0,10,76,86
2012-02-04 01:00:00,0,0,0,43,43
2012-02-04 02:00:00,0,0,6,38,44
2012-02-04 03:00:00,0,0,1,17,18
2012-02-04 04:00:00,0,0,1,5,6
2012-02-04 05:00:00,0,0,1,3,4
2012-02-04 06:00:00,0,0,1,4,5
2012-02-04 07:00:00,0,0,1,27,28
2012-02-04 08:00:00,0,0,4,86,90
2012-02-04 09:00:00,0,0,16,141,157
2012-02-04 10:00:00,0,0,31,193,224
2012-02-04 11:00:00,0,0,46,224,270
2012-02-04 12:00:00,0,0,40,260,300
2012-02-04 13:00:00,0,0,58,244,302
2012-02-04 14:00:00,0,0,47,229,276
2012-02-04 15:00:00,0,0,61,244,305
2012-02-04 16:00:00,0,0,20,123,143
2012-02-04 17:00:00,0,0,13,54,67
2012-02-04 18:00:00,0,0,6,58,64
2012-02-04 19:00:00,0,0,5,75,80
2012-02-04 20:00:00,0,0,4,73,77
2012-02-04 21:00:00,0,0,4,74,78
2012-02-04 22:00:00,0,0,4,91,95
2012-02-04 23:00:00,0,0,4,66,70
2012-02-05 00:00:00,0,0,3,58,61
2012-02-05 01:00:00,0,0,5,46,51
2012-02-05 02:00:00,0,0,4,59,63
2012-02-05 03:00:00,0,0,4,13,17
2012-02-05 04:00:00,0,0,0,9,9
2012-02-05 05:00:00,0,0,0,4,4
2012-02-05 06:00:00,0,0,0,4,4
2012-02-05 07:00:00,0,0,0,16,16
2012-02-05 08:00:00,0,0,4,58,62
2012-02-05 09:00:00,0,0,9,83,92
2012-02-05 10:00:00,0,0,10,138,148
2012-02-05 11:00:00,0,0,22,160,182
2012-02-05 12:00:00,0,0,25,223,248
2012-02-05 13:00:00,0,0,33,241,274
2012-02-05 14:00:00,0,0,40,203,243
2012-02-05 15:00:00,0,0,55,217,272
2012-02-05 16:00:00,0,0,35,261,296
2012-02-05 17:00:00,0,0,31,275,306
2012-02-05 18:00:00,0,0,10,171,181
2012-02-05 19:00:00,0,0,6,63,69
2012-02-05 20:00:00,0,0,3,47,50
2012-02-05 21:00:00,0,0,6,60,66
2012-02-05 22:00:00,0,0,9,182,191
2012-02-05 23:00:00,0,0,4,38,42
2012-02-06 00:00:00,0,1,7,14,21
2012-02-06 01:00:00,0,1,0,6,6
2012-02-06 02:00:00,0,1,0,3,3
2012-02-06 04:00:00,0,1,0,2,2
2012-02-06 05:00:00,0,1,0,17,17
2012-02-06 06:00:00,0,1,0,72,72
2012-02-06 07:00:00,0,1,5,229,234
2012-02-06 08:00:00,0,1,10,434,444
2012-02-06 09:00:00,0,1,8,269,277
2012-02-06 10:00:00,0,1,20,96,116
2012-02-06 11:00:00,0,1,12,104,116
2012-02-06 12:00:00,0,1,19,131,150
2012-02-06 13:00:00,0,1,17,124,141
2012-02-06 14:00:00,0,1,14,126,140
2012-02-06 15:00:00,0,1,25,146,171
2012-02-06 16:00:00,0,1,13,215,228
2012-02-06 17:00:00,0,1,13,417,430
2012-02-06 18:00:00,0,1,11,426,437
2012-02-06 19:00:00,0,1,7,284,291
2012-02-06 20:00:00,0,1,7,194,201
2012-02-06 21:00:00,0,1,11,143,154
2012-02-06 22:00:00,0,1,4,83,87
2012-02-06 23:00:00,0,1,3,43,46
2012-02-07 00:00:00,0,1,1,22,23
2012-02-07 01:00:00,0,1,8,6,14
2012-02-07 02:00:00,0,1,0,4,4
2012-02-07 03:00:00,0,1,1,1,2
2012-02-07 04:00:00,0,1,0,3,3
2012-02-07 05:00:00,0,1,0,15,15
2012-02-07 06:00:00,0,1,2,98,100
2012-02-07 07:00:00,0,1,6,293,299
2012-02-07 08:00:00,0,1,7,522,529
2012-02-07 09:00:00,0,1,11,278,289
